,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
46855,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46856,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46857,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46858,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46859,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46860,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46861,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46862,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46863,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46864,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46865,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46866,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46867,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46868,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46869,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,704,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46870,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46871,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46872,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46873,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46874,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46875,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46876,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46877,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46878,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46880,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46881,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46882,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46883,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46884,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46887,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,360,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46888,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46889,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,138,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46890,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46891,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46892,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,4335,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46893,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46894,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46895,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46896,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46897,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46898,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1672,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46899,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,314,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46901,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46902,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46903,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46904,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46905,Quantity sold in a crops,Tonne,Sunflower Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46908,Quantity sold in a crops,Tonne,Simsim Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46909,Quantity sold in a crops,Tonne,Simsim Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46910,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46911,Quantity sold in a crops,Tonne,Simsim Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,968,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46912,Quantity sold in a crops,Tonne,Simsim Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2008,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46913,Quantity sold in a crops,Tonne,Simsim Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,457,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46915,Quantity sold in a crops,Tonne,Simsim Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2258,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46916,Quantity sold in a crops,Tonne,Simsim Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,23,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46917,Quantity sold in a crops,Tonne,Simsim Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46918,Quantity sold in a crops,Tonne,Simsim Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46919,Quantity sold in a crops,Tonne,Simsim Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46920,Quantity sold in a crops,Tonne,Simsim Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46921,Quantity sold in a crops,Tonne,Simsim Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,225,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46922,Quantity sold in a crops,Tonne,Simsim Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46923,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46924,Quantity sold in a crops,Tonne,Simsim Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46925,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46926,Quantity sold in a crops,Tonne,Simsim Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46927,Quantity sold in a crops,Tonne,Simsim Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46928,Quantity sold in a crops,Tonne,Simsim Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,582,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46929,Quantity sold in a crops,Tonne,Simsim Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46930,Quantity sold in a crops,Tonne,Simsim Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46931,Quantity sold in a crops,Tonne,Simsim Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,107,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46932,Quantity sold in a crops,Tonne,Simsim Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,266,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46934,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46935,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46936,Quantity sold in a crops,Tonne,Simsim Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46938,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46939,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46940,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46941,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46942,Quantity sold in a crops,Tonne,Bambaranuts Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46945,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46946,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46947,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46948,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,774,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46949,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1429,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46950,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1144,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46952,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,759,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46953,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,326,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46954,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,124,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46955,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46956,Quantity sold in a crops,Tonne,Pigeon peas Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46958,Quantity sold in a crops,Tonne,Cotton Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46959,Quantity sold in a crops,Tonne,Cotton Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46960,Quantity sold in a crops,Tonne,Cotton Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46961,Quantity sold in a crops,Tonne,Cotton Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46962,Quantity sold in a crops,Tonne,Cotton Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46965,Quantity sold in a crops,Tonne,Onion Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46966,Quantity sold in a crops,Tonne,Onion Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2265,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46967,Quantity sold in a crops,Tonne,Onion Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,2290,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46968,Quantity sold in a crops,Tonne,Onion Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,190,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46969,Quantity sold in a crops,Tonne,Onion Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1917,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46970,Quantity sold in a crops,Tonne,Onion Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46972,Quantity sold in a crops,Tonne,Onion Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46973,Quantity sold in a crops,Tonne,Onion Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46974,Quantity sold in a crops,Tonne,Onion Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46975,Quantity sold in a crops,Tonne,Onion Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46976,Quantity sold in a crops,Tonne,Onion Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46977,Quantity sold in a crops,Tonne,Onion Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46978,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
46979,Quantity sold in a crops,Tonne,Simsim Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
